"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila [°C]","Sademäärä [mm]"
"Helsinki Kumpula","2024","6","4","06:30","18.7","0"
"Helsinki Kumpula","2024","6","4","06:40","18.3","0"
"Helsinki Kumpula","2024","6","4","06:50","18.6","0"
"Helsinki Kumpula","2024","6","4","07:00","18.7","0"
"Helsinki Kumpula","2024","6","4","07:10","18.4","0"
"Helsinki Kumpula","2024","6","4","07:20","18.4","0"
"Helsinki Kumpula","2024","6","4","07:30","18.5","0"
"Helsinki Kumpula","2024","6","4","07:40","19","0"
"Helsinki Kumpula","2024","6","4","07:50","19.1","0"
"Helsinki Kumpula","2024","6","4","08:00","19.3","0"
"Helsinki Kumpula","2024","6","4","08:10","19.3","0"
"Helsinki Kumpula","2024","6","4","08:20","19.2","0"
"Helsinki Kumpula","2024","6","4","08:30","19.3","0"
"Helsinki Kumpula","2024","6","4","08:40","19.1","0"
"Helsinki Kumpula","2024","6","4","08:50","18.9","0"
"Helsinki Kumpula","2024","6","4","09:00","19","0"
"Helsinki Kumpula","2024","6","4","09:10","19","0"
"Helsinki Kumpula","2024","6","4","09:20","19.3","0"
"Helsinki Kumpula","2024","6","4","09:30","19.1","0"
"Helsinki Kumpula","2024","6","4","09:40","19.5","0"
"Helsinki Kumpula","2024","6","4","09:50","19.2","0"
"Helsinki Kumpula","2024","6","4","10:00","20.6","0"
"Helsinki Kumpula","2024","6","4","10:10","19.9","0"
"Helsinki Kumpula","2024","6","4","10:20","20.5","0"
"Helsinki Kumpula","2024","6","4","10:30","20.1","0"
"Helsinki Kumpula","2024","6","4","10:40","20.7","0"
"Helsinki Kumpula","2024","6","4","10:50","20.9","0"
"Helsinki Kumpula","2024","6","4","11:00","21.8","0"
"Helsinki Kumpula","2024","6","4","11:10","21.6","0"
"Helsinki Kumpula","2024","6","4","11:20","22","0"
"Helsinki Kumpula","2024","6","4","11:30","21.7","0"
"Helsinki Kumpula","2024","6","4","11:40","22.2","0"
"Helsinki Kumpula","2024","6","4","11:50","22.3","0"
"Helsinki Kumpula","2024","6","4","12:00","22.4","0"
"Helsinki Kumpula","2024","6","4","12:10","23","0"
"Helsinki Kumpula","2024","6","4","12:20","23.1","0"
"Helsinki Kumpula","2024","6","4","12:30","23.3","0"
"Helsinki Kumpula","2024","6","4","12:40","23.8","0"
"Helsinki Kumpula","2024","6","4","12:50","24.6","0"
"Helsinki Kumpula","2024","6","4","13:00","24.1","0"
"Helsinki Kumpula","2024","6","4","13:10","24","0"
"Helsinki Kumpula","2024","6","4","13:20","25","0"
"Helsinki Kumpula","2024","6","4","13:30","24.7","0"
"Helsinki Kumpula","2024","6","4","13:40","24.2","0"
"Helsinki Kumpula","2024","6","4","13:50","24.1","0"
"Helsinki Kumpula","2024","6","4","14:00","24.7","0"
"Helsinki Kumpula","2024","6","4","14:10","24.3","0"
"Helsinki Kumpula","2024","6","4","14:20","24.4","0"
"Helsinki Kumpula","2024","6","4","14:30","24.3","0"
"Helsinki Kumpula","2024","6","4","14:40","24.4","0"
"Helsinki Kumpula","2024","6","4","14:50","24.9","0"
"Helsinki Kumpula","2024","6","4","15:00","24","0"
"Helsinki Kumpula","2024","6","4","15:10","24.3","0"
"Helsinki Kumpula","2024","6","4","15:20","24.5","0"
"Helsinki Kumpula","2024","6","4","15:30","24.6","0"
"Helsinki Kumpula","2024","6","4","15:40","24.7","0"
"Helsinki Kumpula","2024","6","4","15:50","24.5","0"
"Helsinki Kumpula","2024","6","4","16:00","24.5","0"
"Helsinki Kumpula","2024","6","4","16:10","24.8","0"
"Helsinki Kumpula","2024","6","4","16:20","24.8","0"
"Helsinki Kumpula","2024","6","4","16:30","24.6","0"
"Helsinki Kumpula","2024","6","4","16:40","24.5","0"
"Helsinki Kumpula","2024","6","4","16:50","24.3","0"
"Helsinki Kumpula","2024","6","4","17:00","24.4","0"
"Helsinki Kumpula","2024","6","4","17:10","24.7","0"
"Helsinki Kumpula","2024","6","4","17:20","24.4","0"
"Helsinki Kumpula","2024","6","4","17:30","24.1","0"
"Helsinki Kumpula","2024","6","4","17:40","24.3","0"
"Helsinki Kumpula","2024","6","4","17:50","23.9","0"
"Helsinki Kumpula","2024","6","4","18:00","23.9","0"
"Helsinki Kumpula","2024","6","4","18:10","23.9","0"
"Helsinki Kumpula","2024","6","4","18:20","23.6","0"
"Helsinki Kumpula","2024","6","4","18:30","23.5","0"
"Helsinki Kumpula","2024","6","4","18:40","23.1","0"
"Helsinki Kumpula","2024","6","4","18:50","23.4","0"
"Helsinki Kumpula","2024","6","4","19:00","23","0"
"Helsinki Kumpula","2024","6","4","19:10","23","0"
"Helsinki Kumpula","2024","6","4","19:20","22.9","0"
"Helsinki Kumpula","2024","6","4","19:30","22.3","0"
"Helsinki Kumpula","2024","6","4","19:40","22.2","0"
"Helsinki Kumpula","2024","6","4","19:50","22.1","0"
"Helsinki Kumpula","2024","6","4","20:00","21.9","0"
"Helsinki Kumpula","2024","6","4","20:10","21.8","0"
"Helsinki Kumpula","2024","6","4","20:20","21.5","0"
"Helsinki Kumpula","2024","6","4","20:30","21.4","0"
"Helsinki Kumpula","2024","6","4","20:40","20.9","0"
"Helsinki Kumpula","2024","6","4","20:50","20.8","0"
"Helsinki Kumpula","2024","6","4","21:00","20.7","0"
"Helsinki Kumpula","2024","6","4","21:10","21.1","0"
"Helsinki Kumpula","2024","6","4","21:20","21.5","0"
"Helsinki Kumpula","2024","6","4","21:30","21.2","0"
"Helsinki Kumpula","2024","6","4","21:40","20.9","0"
"Helsinki Kumpula","2024","6","4","21:50","20.5","0"
"Helsinki Kumpula","2024","6","4","22:00","20.5","0"
"Helsinki Kumpula","2024","6","4","22:10","20.4","0"
"Helsinki Kumpula","2024","6","4","22:20","20.1","0"
"Helsinki Kumpula","2024","6","4","22:30","19.9","0"
"Helsinki Kumpula","2024","6","4","22:40","19.6","0"
"Helsinki Kumpula","2024","6","4","22:50","18.8","0"
"Helsinki Kumpula","2024","6","4","23:00","18.8","0"
"Helsinki Kumpula","2024","6","4","23:10","18.1","0"
"Helsinki Kumpula","2024","6","4","23:20","18","0"
"Helsinki Kumpula","2024","6","4","23:30","18.3","0"
"Helsinki Kumpula","2024","6","4","23:40","17.9","0"
"Helsinki Kumpula","2024","6","4","23:50","17.5","0"
"Helsinki Kumpula","2024","6","5","00:00","17.3","0"
"Helsinki Kumpula","2024","6","5","00:10","17.3","0"
"Helsinki Kumpula","2024","6","5","00:20","17.2","0"
"Helsinki Kumpula","2024","6","5","00:30","16.9","0"
"Helsinki Kumpula","2024","6","5","00:40","16.4","0"
"Helsinki Kumpula","2024","6","5","00:50","16.1","0"
"Helsinki Kumpula","2024","6","5","01:00","16","0"
"Helsinki Kumpula","2024","6","5","01:10","15.5","0"
"Helsinki Kumpula","2024","6","5","01:20","15.5","0"
"Helsinki Kumpula","2024","6","5","01:30","15.3","0"
"Helsinki Kumpula","2024","6","5","01:40","15.2","0"
"Helsinki Kumpula","2024","6","5","01:50","14.8","0"
"Helsinki Kumpula","2024","6","5","02:00","14.4","0"
"Helsinki Kumpula","2024","6","5","02:10","14.1","0"
"Helsinki Kumpula","2024","6","5","02:20","14.1","0"
"Helsinki Kumpula","2024","6","5","02:30","14","0"
"Helsinki Kumpula","2024","6","5","02:40","14.4","0"
"Helsinki Kumpula","2024","6","5","02:50","14","0"
"Helsinki Kumpula","2024","6","5","03:00","13.7","0"
"Helsinki Kumpula","2024","6","5","03:10","14.1","0"
"Helsinki Kumpula","2024","6","5","03:20","14","0"
"Helsinki Kumpula","2024","6","5","03:30","14.1","0"
"Helsinki Kumpula","2024","6","5","03:40","13.7","0"
"Helsinki Kumpula","2024","6","5","03:50","13.5","0"
"Helsinki Kumpula","2024","6","5","04:00","13.4","0"
"Helsinki Kumpula","2024","6","5","04:10","13.2","0"
"Helsinki Kumpula","2024","6","5","04:20","12.9","0"
"Helsinki Kumpula","2024","6","5","04:30","12.4","0"
"Helsinki Kumpula","2024","6","5","04:40","12.5","0"
"Helsinki Kumpula","2024","6","5","04:50","12.7","0"
"Helsinki Kumpula","2024","6","5","05:00","12.8","0"
"Helsinki Kumpula","2024","6","5","05:10","13.2","0"
"Helsinki Kumpula","2024","6","5","05:20","13.2","0"
"Helsinki Kumpula","2024","6","5","05:30","13.2","0"
"Helsinki Kumpula","2024","6","5","05:40","13.4","0"
"Helsinki Kumpula","2024","6","5","05:50","13.8","0"
"Helsinki Kumpula","2024","6","5","06:00","13.9","0"
"Helsinki Kumpula","2024","6","5","06:10","14.3","0"
"Helsinki Kumpula","2024","6","5","06:20","14.7","0"
"Helsinki Kumpula","2024","6","5","06:30","15","0"
"Helsinki Kumpula","2024","6","5","06:40","15.6","0"
"Helsinki Kumpula","2024","6","5","06:50","15.9","0"
"Helsinki Kumpula","2024","6","5","07:00","16","0"
"Helsinki Kumpula","2024","6","5","07:10","16.2","0"
"Helsinki Kumpula","2024","6","5","07:20","16.5","0"
"Helsinki Kumpula","2024","6","5","07:30","17.1","0"
"Helsinki Kumpula","2024","6","5","07:40","17.7","0"
"Helsinki Kumpula","2024","6","5","07:50","18.1","0"
"Helsinki Kumpula","2024","6","5","08:00","18.3","0"
"Helsinki Kumpula","2024","6","5","08:10","18.6","0"
"Helsinki Kumpula","2024","6","5","08:20","18.7","0"
"Helsinki Kumpula","2024","6","5","08:30","19.3","0"
"Helsinki Kumpula","2024","6","5","08:40","18.9","0"
"Helsinki Kumpula","2024","6","5","08:50","19.2","0"
"Helsinki Kumpula","2024","6","5","09:00","19.6","0"
"Helsinki Kumpula","2024","6","5","09:10","20.2","0"
"Helsinki Kumpula","2024","6","5","09:20","20","0"
"Helsinki Kumpula","2024","6","5","09:30","20.4","0"
"Helsinki Kumpula","2024","6","5","09:40","20.3","0"
"Helsinki Kumpula","2024","6","5","09:50","20.4","0"
"Helsinki Kumpula","2024","6","5","10:00","20.8","0"
"Helsinki Kumpula","2024","6","5","10:10","20.5","0"
"Helsinki Kumpula","2024","6","5","10:20","20.5","0"
"Helsinki Kumpula","2024","6","5","10:30","20.7","0"
"Helsinki Kumpula","2024","6","5","10:40","21.1","0"
"Helsinki Kumpula","2024","6","5","10:50","20.4","0"
"Helsinki Kumpula","2024","6","5","11:00","20.9","0"
"Helsinki Kumpula","2024","6","5","11:10","20.5","0"
"Helsinki Kumpula","2024","6","5","11:20","20.6","0"
"Helsinki Kumpula","2024","6","5","11:30","21","0"
"Helsinki Kumpula","2024","6","5","11:40","21.4","0"
"Helsinki Kumpula","2024","6","5","11:50","20.6","0"
"Helsinki Kumpula","2024","6","5","12:00","20.8","0"
"Helsinki Kumpula","2024","6","5","12:10","20.8","0"
"Helsinki Kumpula","2024","6","5","12:20","21","0"
"Helsinki Kumpula","2024","6","5","12:30","21.1","0"
"Helsinki Kumpula","2024","6","5","12:40","21.3","0"
"Helsinki Kumpula","2024","6","5","12:50","22","0"
"Helsinki Kumpula","2024","6","5","13:00","21.7","0"
"Helsinki Kumpula","2024","6","5","13:10","22","0"
"Helsinki Kumpula","2024","6","5","13:20","22.1","0"
"Helsinki Kumpula","2024","6","5","13:30","22.2","0"
"Helsinki Kumpula","2024","6","5","13:40","21.8","0"
"Helsinki Kumpula","2024","6","5","13:50","22.2","0"
"Helsinki Kumpula","2024","6","5","14:00","22.1","0"
"Helsinki Kumpula","2024","6","5","14:10","22.3","0"
"Helsinki Kumpula","2024","6","5","14:20","22.4","0"
"Helsinki Kumpula","2024","6","5","14:30","22.5","0"
"Helsinki Kumpula","2024","6","5","14:40","22.9","0"
"Helsinki Kumpula","2024","6","5","14:50","23","0"
"Helsinki Kumpula","2024","6","5","15:00","23.2","0"
"Helsinki Kumpula","2024","6","5","15:10","23.4","0"
"Helsinki Kumpula","2024","6","5","15:20","23.2","0"
"Helsinki Kumpula","2024","6","5","15:30","23.1","0"
"Helsinki Kumpula","2024","6","5","15:40","23.2","0"
"Helsinki Kumpula","2024","6","5","15:50","22.9","0"
"Helsinki Kumpula","2024","6","5","16:00","23","0"
"Helsinki Kumpula","2024","6","5","16:10","23.2","0"
"Helsinki Kumpula","2024","6","5","16:20","23.4","0"
"Helsinki Kumpula","2024","6","5","16:30","23.2","0"
"Helsinki Kumpula","2024","6","5","16:40","23.3","0"
"Helsinki Kumpula","2024","6","5","16:50","23.1","0"
"Helsinki Kumpula","2024","6","5","17:00","23.8","0"
"Helsinki Kumpula","2024","6","5","17:10","23.2","0"
"Helsinki Kumpula","2024","6","5","17:20","23.2","0"
"Helsinki Kumpula","2024","6","5","17:30","23","0"
"Helsinki Kumpula","2024","6","5","17:40","23.3","0"
"Helsinki Kumpula","2024","6","5","17:50","22.7","0"
"Helsinki Kumpula","2024","6","5","18:00","23","0"
"Helsinki Kumpula","2024","6","5","18:10","23.3","0"
"Helsinki Kumpula","2024","6","5","18:20","23.1","0"
"Helsinki Kumpula","2024","6","5","18:30","22.5","0"
"Helsinki Kumpula","2024","6","5","18:40","22.3","0"
"Helsinki Kumpula","2024","6","5","18:50","22.3","0"
"Helsinki Kumpula","2024","6","5","19:00","21.7","0"
"Helsinki Kumpula","2024","6","5","19:10","22","0"
"Helsinki Kumpula","2024","6","5","19:20","21.3","0"
"Helsinki Kumpula","2024","6","5","19:30","20.8","0"
"Helsinki Kumpula","2024","6","5","19:40","20.1","0"
"Helsinki Kumpula","2024","6","5","19:50","20","0"
"Helsinki Kumpula","2024","6","5","20:00","19.8","0"
"Helsinki Kumpula","2024","6","5","20:10","19.5","0"
"Helsinki Kumpula","2024","6","5","20:20","19.4","0"
"Helsinki Kumpula","2024","6","5","20:30","19.3","0"
"Helsinki Kumpula","2024","6","5","20:40","18.8","0"
"Helsinki Kumpula","2024","6","5","20:50","18.5","0"
"Helsinki Kumpula","2024","6","5","21:00","18.6","0"
"Helsinki Kumpula","2024","6","5","21:10","18.6","0"
"Helsinki Kumpula","2024","6","5","21:20","18.8","0"
"Helsinki Kumpula","2024","6","5","21:30","18.7","0"
"Helsinki Kumpula","2024","6","5","21:40","18.7","0"
"Helsinki Kumpula","2024","6","5","21:50","18.6","0"
"Helsinki Kumpula","2024","6","5","22:00","18.5","0"
"Helsinki Kumpula","2024","6","5","22:10","18.3","0"
"Helsinki Kumpula","2024","6","5","22:20","18.2","0"
"Helsinki Kumpula","2024","6","5","22:30","18.1","0"
"Helsinki Kumpula","2024","6","5","22:40","17.7","0"
"Helsinki Kumpula","2024","6","5","22:50","17.5","0"
"Helsinki Kumpula","2024","6","5","23:00","17.2","0"
"Helsinki Kumpula","2024","6","5","23:10","17.3","0"
"Helsinki Kumpula","2024","6","5","23:20","16.9","0"
"Helsinki Kumpula","2024","6","5","23:30","16.6","0"
"Helsinki Kumpula","2024","6","5","23:40","16.5","0"
"Helsinki Kumpula","2024","6","5","23:50","16.3","0"
"Helsinki Kumpula","2024","6","6","00:00","15.8","0"
"Helsinki Kumpula","2024","6","6","00:10","15.8","0"
"Helsinki Kumpula","2024","6","6","00:20","15.7","0"
"Helsinki Kumpula","2024","6","6","00:30","15.4","0"
"Helsinki Kumpula","2024","6","6","00:40","15.3","0"
"Helsinki Kumpula","2024","6","6","00:50","15.1","0"
"Helsinki Kumpula","2024","6","6","01:00","15.3","0"
"Helsinki Kumpula","2024","6","6","01:10","14.9","0"
"Helsinki Kumpula","2024","6","6","01:20","14.9","0"
"Helsinki Kumpula","2024","6","6","01:30","15","0"
"Helsinki Kumpula","2024","6","6","01:40","14.9","0"
"Helsinki Kumpula","2024","6","6","01:50","15","0"
"Helsinki Kumpula","2024","6","6","02:00","15.2","0"
"Helsinki Kumpula","2024","6","6","02:10","15.3","0"
"Helsinki Kumpula","2024","6","6","02:20","15.3","0"
"Helsinki Kumpula","2024","6","6","02:30","15.2","0"
"Helsinki Kumpula","2024","6","6","02:40","15.1","0"
"Helsinki Kumpula","2024","6","6","02:50","15.2","0"
"Helsinki Kumpula","2024","6","6","03:00","15.2","0"
"Helsinki Kumpula","2024","6","6","03:10","15","0"
"Helsinki Kumpula","2024","6","6","03:20","14.6","0"
"Helsinki Kumpula","2024","6","6","03:30","14.4","0"
"Helsinki Kumpula","2024","6","6","03:40","14.3","0"
"Helsinki Kumpula","2024","6","6","03:50","14.2","0"
"Helsinki Kumpula","2024","6","6","04:00","14.4","0"
"Helsinki Kumpula","2024","6","6","04:10","14.3","0"
"Helsinki Kumpula","2024","6","6","04:20","13.7","0"
"Helsinki Kumpula","2024","6","6","04:30","13.3","0"
"Helsinki Kumpula","2024","6","6","04:40","13.1","0"
"Helsinki Kumpula","2024","6","6","04:50","13.2","0"
"Helsinki Kumpula","2024","6","6","05:00","13.6","0"
"Helsinki Kumpula","2024","6","6","05:10","13.4","0"
"Helsinki Kumpula","2024","6","6","05:20","14.2","0"
"Helsinki Kumpula","2024","6","6","05:30","14.6","0"
"Helsinki Kumpula","2024","6","6","05:40","14.4","0"
"Helsinki Kumpula","2024","6","6","05:50","14.8","0"
"Helsinki Kumpula","2024","6","6","06:00","15.5","0"
"Helsinki Kumpula","2024","6","6","06:10","17","0"
"Helsinki Kumpula","2024","6","6","06:20","18.3","0"
"Helsinki Kumpula","2024","6","6","06:30","18.8","0"
"Helsinki Kumpula","2024","6","6","06:40","19.2","0"
"Helsinki Kumpula","2024","6","6","06:50","19.6","0"
"Helsinki Kumpula","2024","6","6","07:00","19.2","0"
"Helsinki Kumpula","2024","6","6","07:10","18.8","0"
"Helsinki Kumpula","2024","6","6","07:20","18.7","0"
"Helsinki Kumpula","2024","6","6","07:30","18.6","0"
"Helsinki Kumpula","2024","6","6","07:40","18.7","0"
"Helsinki Kumpula","2024","6","6","07:50","18.9","0"
"Helsinki Kumpula","2024","6","6","08:00","18.9","0"
"Helsinki Kumpula","2024","6","6","08:10","18.7","0"
"Helsinki Kumpula","2024","6","6","08:20","18.3","0"
"Helsinki Kumpula","2024","6","6","08:30","18.5","0"
"Helsinki Kumpula","2024","6","6","08:40","18.9","0"
"Helsinki Kumpula","2024","6","6","08:50","19.6","0"
"Helsinki Kumpula","2024","6","6","09:00","19.4","0"
"Helsinki Kumpula","2024","6","6","09:10","19.3","0"
"Helsinki Kumpula","2024","6","6","09:20","19.9","0"
"Helsinki Kumpula","2024","6","6","09:30","19.1","0"
"Helsinki Kumpula","2024","6","6","09:40","19.1","0"
"Helsinki Kumpula","2024","6","6","09:50","18.9","0"
"Helsinki Kumpula","2024","6","6","10:00","18.4","0"
"Helsinki Kumpula","2024","6","6","10:10","19","0"
"Helsinki Kumpula","2024","6","6","10:20","19.6","0"
"Helsinki Kumpula","2024","6","6","10:30","19.7","0"
"Helsinki Kumpula","2024","6","6","10:40","19.6","0"
"Helsinki Kumpula","2024","6","6","10:50","19","0"
"Helsinki Kumpula","2024","6","6","11:00","19.3","0"
"Helsinki Kumpula","2024","6","6","11:10","18.9","0"
"Helsinki Kumpula","2024","6","6","11:20","18.5","0"
"Helsinki Kumpula","2024","6","6","11:30","18","0"
"Helsinki Kumpula","2024","6","6","11:40","18.2","0"
"Helsinki Kumpula","2024","6","6","11:50","18.2","0"
"Helsinki Kumpula","2024","6","6","12:00","17.9","0"
"Helsinki Kumpula","2024","6","6","12:10","17.5","0"
"Helsinki Kumpula","2024","6","6","12:20","17.4","0"
"Helsinki Kumpula","2024","6","6","12:30","17.5","0"
"Helsinki Kumpula","2024","6","6","12:40","17.4","0"
"Helsinki Kumpula","2024","6","6","12:50","17","0"
"Helsinki Kumpula","2024","6","6","13:00","17.1","0"
"Helsinki Kumpula","2024","6","6","13:10","17.1","0"
"Helsinki Kumpula","2024","6","6","13:20","17.1","0"
"Helsinki Kumpula","2024","6","6","13:30","16.9","0"
"Helsinki Kumpula","2024","6","6","13:40","16.5","0.15"
"Helsinki Kumpula","2024","6","6","13:50","16.6","0.2"
"Helsinki Kumpula","2024","6","6","14:00","16.5","0"
"Helsinki Kumpula","2024","6","6","14:10","16.3","0"
"Helsinki Kumpula","2024","6","6","14:20","16.3","0"
"Helsinki Kumpula","2024","6","6","14:30","16.4","0"
"Helsinki Kumpula","2024","6","6","14:40","16.4","0"
"Helsinki Kumpula","2024","6","6","14:50","16.3","0.1"
"Helsinki Kumpula","2024","6","6","15:00","15.6","0"
"Helsinki Kumpula","2024","6","6","15:10","15","0"
"Helsinki Kumpula","2024","6","6","15:20","15.1","0"
"Helsinki Kumpula","2024","6","6","15:30","14.7","0"
"Helsinki Kumpula","2024","6","6","15:40","14.8","0"
"Helsinki Kumpula","2024","6","6","15:50","14.8","0"
"Helsinki Kumpula","2024","6","6","16:00","14.9","0"
"Helsinki Kumpula","2024","6","6","16:10","14.9","0"
"Helsinki Kumpula","2024","6","6","16:20","14.7","0"
"Helsinki Kumpula","2024","6","6","16:30","14.7","0"
"Helsinki Kumpula","2024","6","6","16:40","13.3","0"
"Helsinki Kumpula","2024","6","6","16:50","13.2","0"
"Helsinki Kumpula","2024","6","6","17:00","13.6","0"
"Helsinki Kumpula","2024","6","6","17:10","14","0"
"Helsinki Kumpula","2024","6","6","17:20","14.7","0"
"Helsinki Kumpula","2024","6","6","17:30","15.2","0"
"Helsinki Kumpula","2024","6","6","17:40","15.4","0"
"Helsinki Kumpula","2024","6","6","17:50","15.8","0"
"Helsinki Kumpula","2024","6","6","18:00","17","0"
"Helsinki Kumpula","2024","6","6","18:10","17.8","0"
"Helsinki Kumpula","2024","6","6","18:20","17.7","0"
"Helsinki Kumpula","2024","6","6","18:30","17.3","0"
"Helsinki Kumpula","2024","6","6","18:40","16.8","0"
"Helsinki Kumpula","2024","6","6","18:50","16.6","0"
"Helsinki Kumpula","2024","6","6","19:00","17","0"
"Helsinki Kumpula","2024","6","6","19:10","17.3","0"
"Helsinki Kumpula","2024","6","6","19:20","16.2","0"
"Helsinki Kumpula","2024","6","6","19:30","16.7","0"
"Helsinki Kumpula","2024","6","6","19:40","16.7","0"
"Helsinki Kumpula","2024","6","6","19:50","16.5","0"
"Helsinki Kumpula","2024","6","6","20:00","16.4","0"
